,date,gdp
0,1960-01-01,
1,1960-04-01,-0.02136101738867402
2,1960-07-01,0.019741740139009867
3,1960-10-01,-0.05034581390830517
4,1961-01-01,0.02727534058966108
5,1961-04-01,0.0696634744344915
6,1961-07-01,0.0790557784396706
7,1961-10-01,0.08080601627190842
8,1962-01-01,0.07327820028651821
9,1962-04-01,0.036684293099806364
10,1962-07-01,0.05009722557999918
11,1962-10-01,0.013241321315288213
12,1963-01-01,0.044404438133978985
13,1963-04-01,0.045658133663065925
14,1963-07-01,0.09089691220032137
15,1963-10-01,0.026495447009567963
16,1964-01-01,0.08705425195651229
17,1964-04-01,0.04427955801337413
18,1964-07-01,0.06398442216663258
19,1964-10-01,0.012425121265477124
20,1965-01-01,0.10036692441445161
21,1965-04-01,0.051504741561866574
22,1965-07-01,0.0919360798649067
23,1965-10-01,0.09539004422561748
24,1966-01-01,0.1009655637581488
25,1966-04-01,0.013728939284530783
26,1966-07-01,0.034306012353117366
27,1966-10-01,0.0332221874862233
28,1967-01-01,0.03590529669249509
29,1967-04-01,0.002456318100974464
30,1967-07-01,0.038383472150673725
31,1967-10-01,0.030496826640218355
32,1968-01-01,0.08410011257585537
33,1968-04-01,0.06850772795146653
34,1968-07-01,0.0313425319108267
35,1968-10-01,0.0158037694701052
36,1969-01-01,0.06406106807671486
37,1969-04-01,0.012189483764982745
38,1969-07-01,0.02666056810328965
39,1969-10-01,-0.019385818054570514
40,1970-01-01,-0.00594238049976481
41,1970-04-01,0.005680798455384162
42,1970-07-01,0.03737129357264579
43,1970-10-01,-0.042178874121014176
44,1971-01-01,0.11315314647486963
45,1971-04-01,0.0218087907201443
46,1971-07-01,0.0333059541353764
47,1971-10-01,0.009427734337199567
48,1972-01-01,0.0755387728710657
49,1972-04-01,0.093908309179904
50,1972-07-01,0.03830174223484084
51,1972-10-01,0.0686785325583199
52,1973-01-01,0.10273388577877118
53,1973-04-01,0.04426613099414389
54,1973-07-01,-0.02086821040983311
55,1973-10-01,0.03851328643663954
56,1974-01-01,-0.033947290853653556
57,1974-04-01,0.00954183410021936
58,1974-07-01,-0.03727833640344591
59,1974-10-01,-0.01544594961236645
60,1975-01-01,-0.047822992471830306
61,1975-04-01,0.0288959891317635
62,1975-07-01,0.07026060129716782
63,1975-10-01,0.05498232236551881
64,1976-01-01,0.09306055389505241
65,1976-04-01,0.029659244631544457
66,1976-07-01,0.02207675345975524
67,1976-10-01,0.02921894837303962
68,1977-01-01,0.0483003119905514
69,1977-04-01,0.07996901576106796
70,1977-07-01,0.07410099822573013
71,1977-10-01,7.971356844205246e-05
72,1978-01-01,0.0128551959621519
73,1978-04-01,0.16378592328367314
74,1978-07-01,0.040840948139646116
75,1978-10-01,0.05485876694408098
76,1979-01-01,0.007203128095243594
77,1979-04-01,0.004276653129510644
78,1979-07-01,0.030044885228652785
79,1979-10-01,0.010039382904812877
80,1980-01-01,0.012642343775070453
81,1980-04-01,-0.07990496864847274
82,1980-07-01,-0.004745720834588019
83,1980-10-01,0.07670976151859255
84,1981-01-01,0.08071072858844008
85,1981-04-01,-0.029315137305306105
86,1981-07-01,0.04876737921978669
87,1981-10-01,-0.0428766969161144
88,1982-01-01,-0.06071244125228514
89,1982-04-01,0.018372323833022897
90,1982-07-01,-0.015203219897144793
91,1982-10-01,0.0016013121965614552
92,1983-01-01,0.053762743250762135
93,1983-04-01,0.09417500386870459
94,1983-07-01,0.08238778556686621
95,1983-10-01,0.0860951069047895
96,1984-01-01,0.08051436149363211
97,1984-04-01,0.07092227921145411
98,1984-07-01,0.0391215832117735
99,1984-10-01,0.03323733498150849
100,1985-01-01,0.03932616954215429
101,1985-04-01,0.035686819441234086
102,1985-07-01,0.06250469591918373
103,1985-10-01,0.030071242489136063
104,1986-01-01,0.037876300057981815
105,1986-04-01,0.0181338799275923
106,1986-07-01,0.038819360303853134
107,1986-10-01,0.021628963722985617
108,1987-01-01,0.03000563384000321
109,1987-04-01,0.04382961287554754
110,1987-07-01,0.035140933760950066
111,1987-10-01,0.07046737195980368
112,1988-01-01,0.020836155247515586
113,1988-04-01,0.05360640512271253
114,1988-07-01,0.023645608041811927
115,1988-10-01,0.05437300004024448
116,1989-01-01,0.04127984390835637
117,1989-04-01,0.030875159816567965
118,1989-07-01,0.02996026730798773
119,1989-10-01,0.007902553724654204
120,1990-01-01,0.04443715206336063
121,1990-04-01,0.014598041009069362
122,1990-07-01,0.0026659282259882122
123,1990-10-01,-0.03592189184056305
124,1991-01-01,-0.01858665411337246
125,1991-04-01,0.03155421092405164
126,1991-07-01,0.020368096803061286
127,1991-10-01,0.014014853407354977
128,1992-01-01,0.04875702128564385
129,1992-04-01,0.044082672319612604
130,1992-07-01,0.040114093053187805
131,1992-10-01,0.04237130110577936
132,1993-01-01,0.006694489636257073
133,1993-04-01,0.023490981955120338
134,1993-07-01,0.01922323401252335
135,1993-10-01,0.055526075155601706
136,1994-01-01,0.039383145785598206
137,1994-04-01,0.055319206219447414
138,1994-07-01,0.02358922594417545
139,1994-10-01,0.04661623552012917
140,1995-01-01,0.014266920608998479
141,1995-04-01,0.011986418034171997
142,1995-07-01,0.03446572845101481
143,1995-10-01,0.027441228269356355
144,1996-01-01,0.030300334801304896
145,1996-04-01,0.06840562512153747
146,1996-07-01,0.03636704510269739
147,1996-10-01,0.042186197928822056
148,1997-01-01,0.026068763391610128
149,1997-04-01,0.0682910306346467
150,1997-07-01,0.05088592369662481
151,1997-10-01,0.034594352765334735
152,1998-01-01,0.04075869285119382
153,1998-04-01,0.03754483425385913
